composer;type;dataset;wav_filename;start;end;duration;sample_rate
Beethoven;orchestra;SymphonyDataset_IDMT;SymphonyDataset_IDMT/wav_22050_mono/beethoven_no008_04_allegro_vivace.wav;-1.0;-1.0;447.03455782312926;22050.0
Beethoven;orchestra;SymphonyDataset_IDMT;SymphonyDataset_IDMT/wav_22050_mono/beethoven_no003_01_allegro_con_brio.wav;-1.0;-1.0;796.0304761904762;22050.0
Beethoven;orchestra;SymphonyDataset_IDMT;SymphonyDataset_IDMT/wav_22050_mono/beethoven_no008_02_allegretto_scherzando.wav;-1.0;-1.0;227.0312925170068;22050.0
Beethoven;orchestra;SymphonyDataset_IDMT;SymphonyDataset_IDMT/wav_22050_mono/beethoven_no003_03_scherzo_allegro_vivace.wav;-1.0;-1.0;358.03537414965984;22050.0
Beethoven;orchestra;SymphonyDataset_IDMT;SymphonyDataset_IDMT/wav_22050_mono/beethoven_no002_03_scherzo__allegro.wav;-1.0;-1.0;276.7161904761905;22050.0
Beethoven;orchestra;SymphonyDataset_IDMT;SymphonyDataset_IDMT/wav_22050_mono/beethoven_no008_03_tempo_di_menuetto.wav;-1.0;-1.0;303.02149659863943;22050.0
Beethoven;orchestra;SymphonyDataset_IDMT;SymphonyDataset_IDMT/wav_22050_mono/beethoven_no002_01_adagio_molto__allegro_con_brio.wav;-1.0;-1.0;744.908843537415;22050.0
Beethoven;orchestra;SymphonyDataset_IDMT;SymphonyDataset_IDMT/wav_22050_mono/beethoven_no008_01_allegro_vivace_e_con_brio.wav;-1.0;-1.0;542.0157823129251;22050.0
Beethoven;orchestra;SymphonyDataset_IDMT;SymphonyDataset_IDMT/wav_22050_mono/beethoven_no002_04_allegro_molto.wav;-1.0;-1.0;402.28680272108846;22050.0
Beethoven;orchestra;SymphonyDataset_IDMT;SymphonyDataset_IDMT/wav_22050_mono/beethoven_no002_02_larghetto.wav;-1.0;-1.0;674.6655782312926;22050.0
Beethoven;orchestra;SymphonyDataset_IDMT;SymphonyDataset_IDMT/wav_22050_mono/beethoven_no003_02_marcia_funebre_adagio_assai.wav;-1.0;-1.0;838.0353741496599;22050.0
Beethoven;orchestra;SymphonyDataset_IDMT;SymphonyDataset_IDMT/wav_22050_mono/beethoven_no003_04_finale_allegro_molto.wav;-1.0;-1.0;663.0149659863946;22050.0
Brahms;orchestra;SymphonyDataset_IDMT;SymphonyDataset_IDMT/wav_22050_mono/brahms_no003_03_poco_allegretto.wav;-1.0;-1.0;354.0386394557823;22050.0
Brahms;orchestra;SymphonyDataset_IDMT;SymphonyDataset_IDMT/wav_22050_mono/brahms_no003_02_andante.wav;-1.0;-1.0;478.0157823129252;22050.0
Brahms;orchestra;SymphonyDataset_IDMT;SymphonyDataset_IDMT/wav_22050_mono/brahms_no002_04_allegro_con_spirito.wav;-1.0;-1.0;555.0247619047619;22050.0
Brahms;orchestra;SymphonyDataset_IDMT;SymphonyDataset_IDMT/wav_22050_mono/brahms_no002_03_allegretto_grazioso.wav;-1.0;-1.0;317.02312925170065;22050.0
Brahms;orchestra;SymphonyDataset_IDMT;SymphonyDataset_IDMT/wav_22050_mono/brahms_no003_04_allegro.wav;-1.0;-1.0;533.0296598639455;22050.0
Brahms;orchestra;SymphonyDataset_IDMT;SymphonyDataset_IDMT/wav_22050_mono/brahms_no002_02_adagio_non_troppo.wav;-1.0;-1.0;576.0272108843537;22050.0
Brahms;orchestra;SymphonyDataset_IDMT;SymphonyDataset_IDMT/wav_22050_mono/brahms_no003_01_allegro_con_brio.wav;-1.0;-1.0;625.032925170068;22050.0
Brahms;orchestra;SymphonyDataset_IDMT;SymphonyDataset_IDMT/wav_22050_mono/brahms_no002_01_allegro_non_troppo.wav;-1.0;-1.0;882.0255782312926;22050.0
Bruckner;orchestra;SymphonyDataset_IDMT;SymphonyDataset_IDMT/wav_22050_mono/bruckner_no004_03_scherzo_bewegt.wav;-1.0;-1.0;645.0427210884354;22050.0
Bruckner;orchestra;SymphonyDataset_IDMT;SymphonyDataset_IDMT/wav_22050_mono/bruckner_no004_01_bewegt_nicht_zu_schnell.wav;-1.0;-1.0;1117.1798639455783;22050.0
Bruckner;orchestra;SymphonyDataset_IDMT;SymphonyDataset_IDMT/wav_22050_mono/bruckner_no008_03_adagio_feierlich_langsam_doch_nicht_schleppend.wav;-1.0;-1.0;1870.4468027210885;22050.0
Bruckner;orchestra;SymphonyDataset_IDMT;SymphonyDataset_IDMT/wav_22050_mono/bruckner_no004_02_andante_quasi_allegretto.wav;-1.0;-1.0;974.9953741496598;22050.0
Bruckner;orchestra;SymphonyDataset_IDMT;SymphonyDataset_IDMT/wav_22050_mono/bruckner_no008_04_finale_feierlich_nicht_schnell.wav;-1.0;-1.0;1514.0321088435373;22050.0
Bruckner;orchestra;SymphonyDataset_IDMT;SymphonyDataset_IDMT/wav_22050_mono/bruckner_no008_01_allegro_moderato.wav;-1.0;-1.0;1067.7300680272108;22050.0
Bruckner;orchestra;SymphonyDataset_IDMT;SymphonyDataset_IDMT/wav_22050_mono/bruckner_no008_02_allegro_moderato__trio_allegro_moderato.wav;-1.0;-1.0;918.5447619047619;22050.0
Bruckner;orchestra;SymphonyDataset_IDMT;SymphonyDataset_IDMT/wav_22050_mono/bruckner_no004_04_bewegt_doch_nicht_zu_schnell.wav;-1.0;-1.0;1312.4712925170068;22050.0
Bruckner;orchestra;SymphonyDataset_IDMT;SymphonyDataset_IDMT/wav_22050_mono/bruckner_no003_04_finale_allegro.wav;-1.0;-1.0;1161.8231292517007;22050.0
Bruckner;orchestra;SymphonyDataset_IDMT;SymphonyDataset_IDMT/wav_22050_mono/bruckner_no003_03_scherzo_ziemlich_schnell.wav;-1.0;-1.0;410.35863945578234;22050.0
Bruckner;orchestra;SymphonyDataset_IDMT;SymphonyDataset_IDMT/wav_22050_mono/bruckner_no003_01_gemassigt_misterioso.wav;-1.0;-1.0;1839.9880272108844;22050.0
Bruckner;orchestra;SymphonyDataset_IDMT;SymphonyDataset_IDMT/wav_22050_mono/bruckner_no003_02_adagio_feierlich.wav;-1.0;-1.0;1240.2427210884355;22050.0
Dvorak;orchestra;SymphonyDataset_IDMT;SymphonyDataset_IDMT/wav_22050_mono/dvorak_no007_03_scherzo_vivace__poco_meno_mosso.wav;-1.0;-1.0;467.3578231292517;22050.0
