composer;type;dataset;wav_filename;start;end;duration;sample_rate
Unknown;orchestra;URMP;URMP/Dataset/01_Jupiter_vn_vc/AuMix_01_Jupiter_vn_vc.wav;4.783;61.503;62.66258333333333;48000.0
Unknown;orchestra;URMP;URMP/Dataset/01_Jupiter_vn_vc/AuSep_1_vn_01_Jupiter.wav;4.783;61.503;62.66258333333333;48000.0
Unknown;orchestra;URMP;URMP/Dataset/01_Jupiter_vn_vc/AuSep_2_vc_01_Jupiter.wav;5.893;60.563;62.66258333333333;48000.0
Unknown;orchestra;URMP;URMP/Dataset/02_Sonata_vn_vn/AuMix_02_Sonata_vn_vn.wav;4.243;45.123;46.046;48000.0
Unknown;orchestra;URMP;URMP/Dataset/02_Sonata_vn_vn/AuSep_1_vn_02_Sonata.wav;4.373;45.123;46.046;48000.0
Unknown;orchestra;URMP;URMP/Dataset/02_Sonata_vn_vn/AuSep_2_vn_02_Sonata.wav;4.243;44.523;46.046;48000.0
Unknown;orchestra;URMP;URMP/Dataset/03_Dance_fl_cl/AuMix_03_Dance_fl_cl.wav;2.903;94.583;97.097;48000.0
Unknown;orchestra;URMP;URMP/Dataset/03_Dance_fl_cl/AuSep_1_fl_03_Dance.wav;3.333;94.473;97.097;48000.0
Unknown;orchestra;URMP;URMP/Dataset/03_Dance_fl_cl/AuSep_2_cl_03_Dance.wav;2.903;94.583;97.097;48000.0
Unknown;orchestra;URMP;URMP/Dataset/04_Allegro_fl_fl/AuMix_04_Allegro_fl_fl.wav;3.183;154.653;157.157;48000.0
Unknown;orchestra;URMP;URMP/Dataset/04_Allegro_fl_fl/AuSep_1_fl_04_Allegro.wav;3.183;154.653;157.157;48000.0
Unknown;orchestra;URMP;URMP/Dataset/04_Allegro_fl_fl/AuSep_2_fl_04_Allegro.wav;3.483;154.653;157.157;48000.0
Unknown;orchestra;URMP;URMP/Dataset/05_Entertainer_tpt_tpt/AuMix_05_Entertainer_tpt_tpt.wav;2.373;85.303;87.087;48000.0
Unknown;orchestra;URMP;URMP/Dataset/05_Entertainer_tpt_tpt/AuSep_1_tpt_05_Entertainer.wav;2.373;85.303;87.087;48000.0
Unknown;orchestra;URMP;URMP/Dataset/05_Entertainer_tpt_tpt/AuSep_2_tpt_05_Entertainer.wav;3.963;84.883;87.087;48000.0
