composer;type;dataset;wav_filename;start;end;duration;sample_rate
Bach;piano;MusicNet;MusicNet/2201_Bach_BWV861_WTKI.wav;-1.0;-1.0;134.26938775510203;44100.0
Bach;piano;MusicNet;MusicNet/2248_Bach_BWV854_WTKI.wav;-1.0;-1.0;104.6465306122449;44100.0
Bach;piano;MusicNet;MusicNet/2308_Bach_BWV863_WTKI.wav;-1.0;-1.0;121.83510204081632;44100.0
Bach;piano;MusicNet;MusicNet/2198_Bach_BWV867_WTKI.wav;-1.0;-1.0;197.92979591836735;44100.0
Bach;piano;MusicNet;MusicNet/2200_Bach_BWV861_WTKI.wav;-1.0;-1.0;113.52816326530612;44100.0
Bach;piano;MusicNet;MusicNet/2227_Bach_BWV851_WTKI.wav;-1.0;-1.0;129.43673469387755;44100.0
Bach;piano;MusicNet;MusicNet/2196_Bach_BWV848_WTKI.wav;-1.0;-1.0;75.46775510204081;44100.0
Bach;piano;MusicNet;MusicNet/2224_Bach_BWV852_WTKI.wav;-1.0;-1.0;108.8;44100.0
Bach;piano;MusicNet;MusicNet/2310_Bach_BWV860_WTKI.wav;-1.0;-1.0;55.248979591836736;44100.0
Bach;piano;MusicNet;MusicNet/2303_Bach_BWV850_WTKI.wav;-1.0;-1.0;92.65632653061225;44100.0
Bach;piano;MusicNet;MusicNet/2234_Bach_BWV856_WTKI.wav;-1.0;-1.0;64.05224489795918;44100.0
Bach;piano;MusicNet;MusicNet/2232_Bach_BWV866_WTKI.wav;-1.0;-1.0;78.57632653061225;44100.0
Bach;piano;MusicNet;MusicNet/2210_Bach_BWV849_WTKI.wav;-1.0;-1.0;178.33795918367346;44100.0
Bach;piano;MusicNet;MusicNet/2208_Bach_BWV855_WTKI.wav;-1.0;-1.0;120.79020408163265;44100.0
Bach;piano;MusicNet;MusicNet/2305_Bach_BWV859_WTKI.wav;-1.0;-1.0;65.14938775510204;44100.0
Bach;piano;MusicNet;MusicNet/2194_Bach_BWV858_WTKI.wav;-1.0;-1.0;100.10122448979592;44100.0
